date,open,high,low,close,volume
2024-05-08 04:00:00,170.75,171.9092,170.522,171.16,14569858.0
2024-05-09 04:00:00,171.15,172.44,169.93,171.58,11937704.0
2024-05-10 04:00:00,169.69,171.34,167.91,170.29,18740458.0
2024-05-13 04:00:00,165.847,170.95,165.76,170.9,19648585.0
2024-05-14 04:00:00,171.59,172.78,170.42,171.93,18729463.0
2024-05-15 04:00:00,172.3,174.0459,172.03,173.88,20958245.0
2024-05-16 04:00:00,174.6,176.34,174.05,175.43,17247311.0
2024-05-17 04:00:00,175.55,177.495,174.98,177.29,16546353.0
2024-05-20 04:00:00,177.31,179.95,177.225,178.46,17495122.0
2024-05-21 04:00:00,178.4,179.82,177.31,179.54,14706021.0
2024-05-22 04:00:00,178.4,178.852,176.7801,178.0,16189404.0
2024-05-23 04:00:00,178.78,179.91,174.54,175.06,14928363.0
2024-05-24 04:00:00,176.52,177.3044,175.2,176.33,11403560.0
2024-05-28 04:00:00,175.74,178.51,175.68,178.02,15655340.0
2024-05-29 04:00:00,176.81,178.23,176.26,177.4,15023847.0
2024-05-30 04:00:00,176.69,176.69,173.23,173.56,18844036.0
2024-05-31 04:00:00,173.4,174.42,170.97,173.96,28085151.0
2024-06-03 04:00:00,173.88,175.86,172.45,174.42,20742798.0
2024-06-04 04:00:00,174.45,175.19,173.22,175.13,14066602.0
2024-06-05 04:00:00,176.535,177.97,175.29,177.07,15233861.0
2024-06-06 04:00:00,177.43,178.71,177.21,178.35,14255818.0
2024-06-07 04:00:00,178.46,179.42,175.79,175.95,14716270.0
2024-06-10 04:00:00,176.45,178.47,174.38,176.63,17122247.0
2024-06-11 04:00:00,177.72,178.39,175.44,178.19,14402401.0
2024-06-12 04:00:00,179.75,182.08,177.78,179.56,18600421.0
2024-06-13 04:00:00,177.84,178.51,176.66,176.74,15956941.0
2024-06-14 04:00:00,175.852,178.73,175.852,178.37,12361571.0
2024-06-17 04:00:00,176.98,179.92,176.49,178.78,15272864.0
2024-06-18 04:00:00,178.79,178.91,175.62,176.45,15640257.0
