date,open,high,low,close,volume
2024-05-09 04:00:00,905.29,910.72,882.31,887.47,37801268.0
2024-05-10 04:00:00,903.045,914.01,892.27,898.78,33532541.0
2024-05-13 04:00:00,904.78,909.98,885.29,903.99,28968017.0
2024-05-14 04:00:00,895.99,916.51,889.34,913.56,29650708.0
2024-05-15 04:00:00,924.72,948.62,915.99,946.3,41773545.0
2024-05-16 04:00:00,949.1,958.1899,941.03,943.59,32395182.0
2024-05-17 04:00:00,943.69,947.4,918.06,924.79,35989353.0
2024-05-20 04:00:00,937.5,952.0,934.4,947.8,31876446.0
2024-05-21 04:00:00,935.99,954.0,931.8,953.86,32894646.0
2024-05-22 04:00:00,954.59,960.2,932.49,949.5,54865849.0
2024-05-23 04:00:00,1020.28,1063.2,1015.2,1037.99,83506528.0
2024-05-24 04:00:00,1044.49,1064.75,1030.0,1064.69,42952427.0
2024-05-28 04:00:00,1102.44,1149.39,1098.83,1139.01,65272789.0
2024-05-29 04:00:00,1130.5,1154.92,1109.01,1148.25,55738113.0
2024-05-30 04:00:00,1146.5,1158.1915,1096.63,1105.0,48785033.0
2024-05-31 04:00:00,1125.2,1127.17,1069.4,1096.33,61326250.0
2024-06-03 04:00:00,1136.21,1150.0,1120.03,1150.0,43839176.0
2024-06-04 04:00:00,1157.16,1166.0,1140.45,1164.37,40332401.0
2024-06-05 04:00:00,1183.71,1224.495,1174.68,1224.4,52840178.0
2024-06-06 04:00:00,1240.48,1255.87,1183.2,1209.98,66469619.0
2024-06-07 04:00:00,1197.7,1216.9171,1180.22,1208.88,41238580.0
2024-06-10 04:00:00,120.37,195.95,117.01,121.79,314162666.0
2024-06-11 04:00:00,121.77,122.87,118.74,120.91,222551158.0
2024-06-12 04:00:00,123.06,126.88,122.57,125.2,299595001.0
2024-06-13 04:00:00,129.39,129.8,127.16,129.61,260704537.0
2024-06-14 04:00:00,129.96,132.84,128.32,131.88,309320376.0
2024-06-17 04:00:00,132.99,133.73,129.58,130.98,288504444.0
2024-06-18 04:00:00,131.14,136.33,130.69,135.58,294335054.0
2024-06-20 04:00:00,139.8,140.76,129.52,130.78,517768425.0
2024-06-21 04:00:00,127.12,130.63,124.3,126.57,655484664.0
2024-06-24 04:00:00,123.24,124.46,118.04,118.11,476060866.0
2024-06-25 04:00:00,121.2,126.5,119.32,126.09,425787456.0
2024-06-26 04:00:00,126.13,128.12,122.6,126.4,362975918.0
2024-06-27 04:00:00,124.1,126.41,122.92,123.99,252571693.0
2024-06-28 04:00:00,124.58,127.71,122.75,123.54,315070807.0
2024-07-01 04:00:00,123.47,124.84,118.83,124.3,284885534.0
2024-07-02 04:00:00,121.13,123.41,121.03,122.67,218373969.0
2024-07-03 04:00:00,121.66,128.28,121.36,128.28,215748955.0
2024-07-05 04:00:00,127.38,128.85,125.68,125.83,214176689.0
2024-07-08 04:00:00,127.49,130.77,127.04,128.2,237677322.0
2024-07-09 04:00:00,130.35,133.82,128.65,131.38,287020820.0
2024-07-10 04:00:00,134.03,135.1,132.42,134.91,248978569.0
2024-07-11 04:00:00,135.75,136.15,127.05,127.4,374782738.0
2024-07-12 04:00:00,128.26,131.92,127.22,129.24,252680535.0
2024-07-15 04:00:00,130.56,131.39,127.18,128.44,208326164.0
2024-07-16 04:00:00,128.44,129.04,124.58,126.36,214769515.0
2024-07-17 04:00:00,121.35,121.85,116.72,117.99,390086189.0
2024-07-18 04:00:00,121.85,122.4,116.56,121.09,320979530.0
2024-07-19 04:00:00,120.35,121.6,117.37,117.93,217223800.0
2024-07-22 04:00:00,120.35,124.07,119.86,123.54,258068943.0
2024-07-23 04:00:00,122.78,124.69,122.1,122.59,173910983.0
2024-07-24 04:00:00,119.17,119.95,113.44,114.25,327776884.0
2024-07-25 04:00:00,113.04,116.63,106.3,112.28,460067019.0
2024-07-26 04:00:00,116.19,116.2,111.58,113.06,293399073.0
2024-07-29 04:00:00,113.69,116.28,111.3,111.59,248152068.0
2024-07-30 04:00:00,111.52,111.99,102.54,103.73,486833274.0
2024-07-31 04:00:00,112.9,118.34,110.88,117.02,473174182.0
2024-08-01 04:00:00,117.53,120.16,106.8104,109.21,523462326.0
2024-08-02 04:00:00,103.76,108.72,101.37,107.27,482027464.0
2024-08-05 04:00:00,92.06,103.41,90.69,100.45,552842375.0
2024-08-06 04:00:00,103.84,107.71,100.55,104.25,409012089.0
2024-08-07 04:00:00,107.81,108.8,98.69,98.91,411440423.0
2024-08-08 04:00:00,102.0,105.5,97.52,104.97,391910023.0
2024-08-09 04:00:00,105.64,106.6,103.43,104.75,290844157.0
2024-08-12 04:00:00,106.32,111.07,106.26,109.02,325559870.0
2024-08-13 04:00:00,112.44,116.23,111.58,116.14,312646660.0
2024-08-14 04:00:00,118.53,118.6,114.07,118.08,339246407.0
2024-08-15 04:00:00,118.76,123.24,117.47,122.86,318086673.0
2024-08-16 04:00:00,121.94,125.0,121.18,124.58,302589872.0
2024-08-19 04:00:00,124.28,130.0,123.42,130.0,318333577.0
2024-08-20 04:00:00,128.4,129.88,125.89,127.25,300087415.0
2024-08-21 04:00:00,127.315,129.35,126.66,128.5,257883572.0
2024-08-22 04:00:00,130.02,130.75,123.1,123.74,376189076.0
2024-08-23 04:00:00,125.86,129.6,125.22,129.37,323230332.0
2024-08-26 04:00:00,129.57,131.26,124.37,126.46,331964672.0
2024-08-27 04:00:00,125.05,129.2,123.88,128.3,303134573.0
2024-08-28 04:00:00,128.12,128.33,122.64,125.61,448101115.0
2024-08-29 04:00:00,121.355,124.43,116.71,117.59,453023305.0
2024-08-30 04:00:00,119.53,121.75,117.22,119.37,333751583.0
2024-09-03 04:00:00,116.01,116.21,107.29,108.0,477155100.0
2024-09-04 04:00:00,105.41,113.27,104.12,106.21,372470291.0
2024-09-05 04:00:00,104.985,109.65,104.76,107.21,306850696.0
2024-09-06 04:00:00,108.04,108.15,100.95,102.83,413638098.0
2024-09-09 04:00:00,104.88,106.55,103.69,106.47,273912015.0
2024-09-10 04:00:00,107.81,109.4,104.95,108.1,268283736.0
2024-09-11 04:00:00,109.39,117.19,107.42,116.91,441422370.0
2024-09-12 04:00:00,116.84,120.79,115.38,119.14,367100496.0
2024-09-13 04:00:00,119.08,119.955,117.6,119.1,238358328.0
2024-09-16 04:00:00,116.79,118.18,114.36,116.78,248772308.0
2024-09-17 04:00:00,118.17,118.8,114.83,115.59,231925876.0
2024-09-18 04:00:00,115.89,117.7,113.22,113.37,310318937.0
2024-09-19 04:00:00,117.35,119.66,117.25,117.87,293506438.0
2024-09-20 04:00:00,117.06,118.6181,115.3901,116.0,382462428.0
2024-09-23 04:00:00,116.55,116.99,114.86,116.26,206228490.0
2024-09-24 04:00:00,116.515,121.8,115.38,120.87,354966772.0
2024-09-25 04:00:00,122.02,124.94,121.61,123.51,284692948.0
2024-09-26 04:00:00,126.8,127.665,121.8,124.04,302582868.0
2024-09-27 04:00:00,123.97,124.03,119.26,121.4,271009175.0
2024-09-30 04:00:00,118.31,121.5,118.15,121.44,227053651.0
2024-10-01 04:00:00,121.765,122.4351,115.79,117.0,302094485.0
2024-10-02 04:00:00,116.44,119.38,115.14,118.85,221845887.0
2024-10-03 04:00:00,120.92,124.36,120.3401,122.85,277117973.0
2024-10-04 04:00:00,124.94,125.04,121.83,124.92,244465552.0
2024-10-07 04:00:00,124.99,130.64,124.95,127.72,346250233.0
2024-10-08 04:00:00,130.26,133.48,129.42,132.89,285722485.0
2024-10-09 04:00:00,134.11,134.52,131.38,132.65,246191612.0
2024-10-10 04:00:00,131.91,135.0,131.0,134.81,242311337.0
2024-10-11 04:00:00,134.01,135.78,133.66,134.8,170209474.0
2024-10-14 04:00:00,136.47,139.6,136.3,138.07,232347668.0
2024-10-15 04:00:00,137.87,138.57,128.74,131.6,377831021.0
2024-10-16 04:00:00,133.98,136.62,131.58,135.72,264879720.0
2024-10-17 04:00:00,139.34,140.89,136.87,136.93,306435921.0
2024-10-18 04:00:00,138.665,138.9,137.28,138.0,176090184.0
2024-10-21 04:00:00,138.13,143.71,138.0,143.71,264554514.0
2024-10-22 04:00:00,142.91,144.42,141.78,143.59,226311589.0
2024-10-23 04:00:00,142.03,142.43,137.46,139.56,285930038.0
2024-10-24 04:00:00,140.82,141.35,138.46,140.41,172354888.0
2024-10-25 04:00:00,140.93,144.13,140.8,141.54,205122109.0
